סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
575,יסעור,הצפון,עכו,קיבוצים,מטה אשר,אזור עכו,884,879,861,5,אשכול רשויות גליל מערבי       
1138,יעד,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,משגב,אזור שפרעם,695,695,694,-,אשכול רשויות בית הכרם הגלילי  
1117,יעל,הצפון,יזרעאל,מקום,הגלבוע,עמק יזרעאל,-,-,-,-,אשכול רשויות הגליל והעמקים    
1044,יעף,המרכז,השרון,יישובים כפריים אחרים יהודיים,לב השרון,מערב השרון,309,309,308,-,אשכול רשויות השרון            
795,יערה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,749,632,615,117,אשכול רשויות גליל מערבי       
499,יפיע,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"19,300",9,2,"19,291",אשכול רשויות הגליל והעמקים    
3566,יפית,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,218,218,209,-,אשכול יהודה ושומרון           
134,יפעת,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,"1,204","1,199","1,176",5,אשכול רשויות הגליל והעמקים    
453,יפתח,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,582,582,531,-,אשכול רשויות גליל מזרחי       
3749,יצהר,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,838","1,838","1,838",-,
759,יציץ,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,837,837,815,-,
417,יקום,המרכז,השרון,קיבוצים,חוף השרון,מערב השרון,775,775,747,-,
3647,יקיר,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,368","2,368","2,368",-,
241,יקנעם (מושבה),הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,מגידו,אזור יקנעם,"1,383","1,383","1,346",-,אשכול רשויות הגליל והעמקים    
240,יקנעם עילית,הצפון,יזרעאל,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור יקנעם,"24,091","24,076","21,826",15,אשכול רשויות המפרץ            
623,יראון,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,403,403,354,-,אשכול רשויות גליל מזרחי       
2026,ירדנה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,359,359,359,-,אשכול רשויות הכנרת והעמקים    
831,ירוחם,הדרום,באר שבע,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,הר הנגב הצפוני,"10,773","10,438","9,684",335,אשכול רשויות נגב מזרחי        
3000,ירושלים,ירושלים,ירושלים,יישובים יהודיים 500000 תושבים ומעלה,עירייה,הרי יהודה,"951,149","584,352","570,099","366,797",
718,ירחיב,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,097","1,097","1,087",-,אשכול רשויות השרון            
502,ירכא,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור יחיעם,"17,404",71,63,"17,333",
183,ירקונה,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,368,368,365,-,אשכול רשויות השרון            
916,ישע,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,425,425,410,-,אשכול רשויות נגב מערבי        
805,ישעי,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,806,806,805,-,
828,ישרש,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,991,991,986,-,
1227,יתד,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,537,537,516,-,אשכול רשויות נגב מערבי        
504,כאבול,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור שפרעם,"14,244",13,6,"14,231",
505,כאוכב אבו אל-היג'א,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור שפרעם,"3,668",4,1,"3,664",
576,כברי,הצפון,עכו,קיבוצים,מטה אשר,אזור נהרייה,"1,068","1,065","1,042",3,אשכול רשויות גליל מערבי       
371,כדורי,הצפון,כנרת,יישובים מוסדיים יהודיים,הגליל התחתון,גליל תחתון מזרחי,202,172,111,30,אשכול רשויות הכנרת והעמקים    
1338,כדיתה,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,190,190,178,-,אשכול רשויות גליל מזרחי       
3564,כוכב השחר,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,450","2,450","2,450",-,אשכול יהודה ושומרון           
1224,כוכב יאיר,המרכז,פתח תקווה,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,דרום השרון,"8,735","8,720","8,633",15,אשכול רשויות השרון            
3779,כוכב יעקב,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מטה בנימין,,"9,116","9,116","9,113",-,אשכול יהודה ושומרון           
824,כוכב מיכאל,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,090","1,090","1,070",-,
1252,כורזים,הצפון,צפת,יישובים כפריים אחרים יהודיים,מבואות החרמון,אזור חצור,335,332,324,3,אשכול רשויות גליל מזרחי       
1210,כחל,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,463,463,448,-,אשכול רשויות גליל מזרחי       
1367,כחלה,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,אל קסום,אזור באר שבע,439,-,-,439,אשכול רשויות נגב מזרחי        
840,כיסופים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,286,284,252,2,אשכול רשויות נגב מערבי        
1153,כישור,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,213,212,211,1,אשכול רשויות בית הכרם הגלילי  
1183,כליל,הצפון,עכו,יישובים קהילתיים,מטה אשר,אזור יחיעם,784,780,753,4,אשכול רשויות גליל מערבי       
1229,כלנית,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל תחתון מרכזי,251,251,250,-,אשכול רשויות גליל מזרחי       
1331,כמאנה,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור כרמיאל,"1,570",-,-,"1,570",אשכול רשויות בית הכרם הגלילי  
1291,כמהין,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,רמת נגב,הר הנגב הצפוני,247,247,227,-,אשכול רשויות נגב מזרחי        
1201,כמון,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,"1,402","1,402","1,369",-,אשכול רשויות בית הכרם הגלילי  
2006,כנות,הדרום,אשקלון,יישובים מוסדיים יהודיים,באר טוביה,אזור מלאכי,454,442,378,12,אשכול רשויות שורק דרומי       
4028,כנף,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,470,470,468,-,אשכול רשויות גליל מזרחי       
63,כנרת (מושבה),הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,695,675,654,20,אשכול רשויות הכנרת והעמקים    
57,כנרת (קבוצה),הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,693,693,662,-,אשכול רשויות הכנרת והעמקים    
1059,כסיפה,הדרום,באר שבע,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,אזור באר שבע,"22,485",11,1,"22,474",אשכול רשויות נגב מזרחי        
859,כסלון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,469,469,459,-,
1296,כסרא-סמיע,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"8,964",2,-,"8,962",
978,כעביה-טבאש-חג'אג'רה,הצפון,,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"5,624",14,14,"5,610",
857,כפר אביב,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,834,833,826,1,
3638,כפר אדומים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"4,785","4,785","4,773",-,אשכול יהודה ושומרון           
364,כפר אוריה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,918,913,897,5,
690,כפר אחים,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,888,888,877,-,אשכול רשויות שורק דרומי       
220,כפר ביאליק,חיפה,חיפה,מושבים - לרבות כפרים שיתופיים,זבולון,אזור חיפה,846,844,799,2,אשכול רשויות המפרץ            
177,"כפר ביל""ו",המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גזר,אזור רחובות,"1,270","1,270","1,248",-,
357,כפר בלום,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,782,782,746,-,אשכול רשויות גליל מזרחי       
2010,כפר בן נון,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,731,731,723,-,
633,כפר ברא,המרכז,פתח תקווה,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור פתח תקווה,"3,754",2,-,"3,752",אשכול רשויות השרון            
132,כפר ברוך,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,614,614,607,-,אשכול רשויות הגליל והעמקים    
106,כפר גדעון,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,334,334,332,-,אשכול רשויות הגליל והעמקים    
427,כפר גלים,חיפה,חדרה,יישובים מוסדיים יהודיים,חוף הכרמל,חוף הכרמל,387,371,225,16,
310,כפר גליקסון,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,347,347,344,-,
76,כפר גלעדי,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,686,686,648,-,אשכול רשויות גליל מזרחי       
707,כפר דניאל,המרכז,רמלה,מושבים שיתופיים,חבל מודיעין,אזור מודיעין,699,699,687,-,
3796,כפר האורנים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,614","2,614","2,603",-,אשכול יהודה ושומרון           
192,כפר החורש,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,הרי נצרת-תירען,726,706,691,20,אשכול רשויות הגליל והעמקים    
254,כפר המכבי,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,402,401,400,1,אשכול רשויות המפרץ            
